serialno,bld,rntp,ybl
2016001235696,8,1100,1
2016001237147,9,430,5
2016001237561,5,1300,7
2016001237716,8,2900,4
2016001238249,2,2200,1
2016001239088,9,230,8
2016001239168,9,2800,6
2016001239913,8,380,5
2016001240189,9,2500,6
2016001240608,9,1000,1
2016001240951,8,2500,1
2016001241338,5,870,1
2016001242875,9,700,1
2016001242915,9,3000,5
2016001243716,3,1500,1
2016001246590,5,3800,7
2016001248415,8,1200,6
2016001248916,5,2400,4
2016001249442,6,1800,1
2016001250492,5,2600,5
2016001251017,5,2000,3
2016001251133,2,1400,3
2016001251331,4,1800,1
2016001251376,6,2000,1
2016001251765,2,1000,5
2016001252240,6,440,1
2016001252957,6,1200,4
2016001254001,9,1600,1
2016001254484,9,1400,1
2016001257225,8,1600,1
2016001258252,9,2600,4
2016001258433,3,3200,1
2016001258577,5,2700,1
2016001258616,9,2900,17
2016001259496,9,3800,5
2016001259671,8,3100,7
2016001260683,9,1000,1
2016001260935,5,2000,3
2016001261346,2,1000,1
2016001261631,6,3500,3
2016001261795,3,2200,2
2016001263692,6,1100,1
2016001264522,9,270,18
2016001265025,9,3800,18
2016001265043,6,130,1
2016001265901,6,2700,4
2016001267198,9,2300,6
2016001268325,6,2800,6
2016001269399,9,410,1
2016001269714,4,2700,1
2016001270227,3,1000,4
2016001270391,6,2400,4
2016001270393,2,700,1
2016001270668,8,1000,1
2016001271508,5,3300,1
2016001272320,2,2800,4
2016001274070,8,1700,1
2016001275552,6,3000,3
2016001276648,5,1800,3
2016001277866,8,2000,1
2016001279728,5,1200,4
2016001281220,9,270,5
2016001281860,3,290,1
2016001281870,5,3800,7
2016001282016,3,1400,2
2016001283901,3,3200,6
2016001286009,9,670,5
2016001286474,9,1200,8
2016001287029,3,3000,6
2016001289560,8,1000,1
2016001290074,8,800,19
2016001293196,2,3500,3
2016001293430,9,3000,14
2016001294287,9,1200,3
2016001294743,9,3800,5
2016001295492,6,1800,3
2016001296547,9,2900,1
2016001297214,9,3800,12
2016001298231,4,2400,1
2016001303128,2,460,1
2016001303407,9,520,1
2016001303847,6,1700,1
2016001304451,3,3200,6
2016001304621,8,1300,4
2016001308393,5,3800,3
2016001309664,8,1800,13
2016001310745,3,910,4
2016001311172,9,3800,4
2016001311770,4,1900,5
2016001312993,5,1400,2
2016001313645,5,2600,6
2016001314386,3,1400,6
2016001314748,9,1500,1
2016001316069,2,1500,2
2016001316796,5,1500,1
2016001317471,8,1100,1
2016001318282,5,340,6
2016001318664,5,670,1
2016001320572,3,3500,5
2016001320884,9,810,1
2016001320975,4,2300,2
2016001322035,5,2400,1
2016001322081,9,1400,1
2016001323003,4,3500,1
2016001323443,8,2900,1
2016001324705,8,2100,2
2016001328162,8,1100,1
2016001328294,2,3400,1
2016001328697,8,680,1
2016001329054,8,1200,1
2016001329854,5,2200,5
2016001333419,6,1300,1
2016001334780,5,760,1
2016001335071,9,2400,5
2016001335587,3,3800,3
2016001337192,4,3500,1
2016001337597,4,2900,1
2016001338241,9,370,1
2016001339130,8,1000,2
2016001339358,8,1200,1
2016001339453,5,1800,4
2016001340954,8,700,1
2016001342994,9,3800,7
2016001343816,6,2000,5
2016001345487,8,950,1
2016001346240,4,2000,1
2016001346243,9,3800,17
2016001346634,9,3800,14
2016001348201,6,1100,1
2016001348334,5,2900,3
2016001349310,5,1800,5
2016001351601,6,2500,5
2016001351837,4,1200,1
2016001355385,5,1800,4
2016001356051,5,3800,7
2016001356635,4,1100,1
2016001356700,8,750,5
2016001358668,5,2400,5
2016001358905,4,1300,5
2016001359675,4,2800,1
2016001360235,6,1300,8
2016001360898,5,1800,6
2016001361944,4,1700,4
2016001362440,9,450,1
2016001366501,9,980,7
2016001366809,9,80,1
2016001367039,2,910,1
2016001367692,8,2300,16
2016001367961,6,1000,3
2016001368114,9,2800,6
2016001368582,5,3200,1
2016001369054,8,720,1
2016001370313,9,2000,5
2016001372390,5,1300,3
2016001373119,5,980,1
2016001373758,9,2100,1
2016001373900,5,850,5
2016001377579,5,2400,1
2016001377718,8,2200,5
2016001379954,3,3000,1
2016001380405,6,800,1
2016001380822,6,1000,4
2016001380982,6,2900,5
2016001381527,8,2800,1
2016001381779,5,2900,8
2016001382812,9,2800,1
2016001383389,5,3400,1
2016001384754,9,2800,1
2016001387248,9,440,6
2016001387614,5,3000,1
2016001389672,3,3000,2
2016001390243,9,3500,5
2016001390326,8,2800,11
2016001390480,9,240,1
2016001392258,6,2200,4
2016001394439,5,1800,1
2016001394739,5,610,1
2016001395095,8,1900,5
2016001395157,9,1900,5
2016001395169,4,3800,1
2016001396168,5,3200,1
2016001397235,6,950,5
2016001399877,5,1000,7
2016001400380,5,2000,1
2016001405119,9,450,1
2016001405141,9,420,4
2016001405230,4,2500,1
2016001405843,6,1300,5
2016001406076,5,2000,1
2016001406669,6,2900,3
2016001407348,8,2700,5
2016001408396,9,360,5
2016001409190,8,1600,1
2016001409484,6,820,1
2016001409576,8,2000,1
2016001409878,8,1600,3
2016001412696,9,110,2
2016001412729,2,3300,7
2016001417370,8,550,5
2016001420046,5,1800,5
2016001422251,4,2500,1
2016001422695,6,2900,4
2016001425553,8,1800,1
2016001426787,9,260,3
2016001428063,5,2700,3
2016001428330,8,1400,1
2016001428658,6,3100,5
2016001428856,4,1200,3
2016001429519,5,2100,3
2016001431121,4,2500,2
2016001431900,6,1500,1
2016001432821,9,500,1
2016001433225,5,1300,3
2016001437166,4,3000,1
2016001440034,6,30,4
2016001441829,2,2200,3
2016001441953,4,3800,3
2016001442231,9,560,8
2016001442812,2,400,2
2016001443428,5,3800,1
2016001444054,5,1500,1
2016001444207,4,2300,1
2016001445654,6,2500,1
2016001446394,8,870,3
2016001446762,5,1900,1
2016001449373,5,1700,3
2016001450090,9,280,1
2016001450630,6,580,1
2016001451267,9,440,5
2016001451759,2,2700,3
2016001453374,6,2200,1
2016001453697,5,3800,5
2016001453924,4,1900,2
2016001454419,9,700,12
2016001454455,4,2200,1
2016001455093,5,2900,3
2016001455279,9,1000,1
2016001456726,6,1300,1
2016001457660,9,960,2
2016001458843,6,2800,1
2016001458986,4,440,2
2016001459561,8,1900,1
2016001459588,8,1700,1
2016001460356,9,1600,1
2016001462293,4,1500,1
2016001462300,5,3500,1
2016001462893,5,2700,4
2016001462992,2,290,2
2016001463845,6,1200,1
2016001463861,8,2500,4
2016001465642,6,3100,3
2016001465729,9,1500,3
2016001467804,6,1600,1
2016001472344,9,2600,5
2016001472918,3,2400,7
2016001476526,8,1600,1
2016001479458,6,900,1
2016001479628,3,1400,2
2016001480876,9,3500,10
2016001480898,5,1700,1
2016001481148,6,2400,1
2016001481241,2,70,4
2016001481758,2,1300,3
2016001483231,8,1600,4
2016001483967,5,1500,3
2016001486931,9,1600,7
2016001487351,5,1700,1
2016001487511,2,2000,1
2016001490552,6,1900,1
2016001493148,9,3500,1
2016001494438,8,1300,10
2016001494948,2,1500,4
2016001498273,5,2600,1
2016001498435,8,1100,3
2016001500197,4,3800,1
2016001501033,5,3500,1
2016001501413,6,2800,1
2016001501518,9,3800,8
2016001501781,3,3000,3
2016001502667,5,700,3
2016001502738,4,1100,1
2016001504410,2,950,1
2016001505479,9,1700,5
2016001505638,9,3000,4
2016001505941,9,1400,1
2016001506888,6,1100,1
2016001507022,9,1800,6
2016001507091,2,3000,6
2016001507419,6,2700,4
2016001508483,4,500,4
2016001509384,9,2500,1
2016001510308,9,1600,1
2016001512047,5,3200,4
2016001512933,9,930,5
2016001513611,9,800,1
2016001513834,2,2700,7
2016001516489,4,3200,1
2016001516676,5,2200,1
2016001518194,2,3800,1
2016001518610,3,290,1
2016001519001,4,1900,1
2016001519153,4,2500,2
2016001519759,5,2400,1
2017000000287,9,350,1
2017000000867,2,990,6
2017000000881,3,3800,1
2017000002854,8,1400,11
2017000003001,9,260,7
2017000003097,6,1000,5
2017000003467,9,3000,1
2017000003524,6,2000,5
2017000003626,5,3200,5
2017000003692,8,800,1
2017000004314,9,240,1
2017000004669,6,990,7
2017000005859,4,500,1
2017000006776,6,3300,1
2017000007219,4,320,1
2017000008147,8,2500,1
2017000009203,6,3400,4
2017000009985,5,1600,1
2017000011459,8,780,4
2017000011480,2,2500,8
2017000011511,9,270,12
2017000012287,4,2000,1
2017000012379,6,2200,1
2017000012435,5,700,1
2017000013022,4,2200,1
2017000013584,9,200,3
2017000014210,5,1400,1
2017000014431,8,810,18
2017000015442,2,3000,3
2017000015989,6,1900,7
2017000016445,9,2600,6
2017000017622,9,960,20
2017000017713,8,1800,8
2017000018004,8,2500,8
2017000018877,5,1700,5
2017000019140,5,1700,1
2017000019480,9,1500,3
2017000021430,8,600,3
2017000021784,4,2800,1
2017000021835,9,1100,2
2017000022326,9,910,1
2017000023169,9,660,1
2017000023230,5,2200,1
2017000025207,2,2800,4
2017000025983,5,1800,4
2017000026145,5,1300,1
2017000027245,9,3200,18
2017000027622,5,2400,1
2017000027717,9,380,19
2017000028857,2,3300,5
2017000028875,8,3000,1
2017000030320,5,3200,2
2017000031610,6,600,1
2017000031826,5,3500,1
2017000032733,5,1800,7
2017000033779,9,2800,7
2017000035932,4,3800,1
2017000036416,9,3800,6
2017000036781,6,1800,1
2017000037056,9,1000,7
2017000038667,9,470,1
2017000039065,3,2000,2
2017000039388,8,580,2
2017000040112,2,2700,1
2017000042481,9,3500,5
2017000043103,3,1100,1
2017000044476,5,1900,5
2017000045166,8,2200,3
2017000046374,4,2200,6
2017000047445,5,2000,1
2017000047936,4,3800,1
2017000048128,5,2900,1
2017000049378,6,1500,1
2017000049395,4,1600,6
2017000050989,3,2600,2
2017000052529,6,1700,6
2017000053814,5,2100,2
2017000054922,5,2700,6
2017000055010,8,800,1
2017000055286,9,2000,2
2017000056723,5,1400,5
2017000057972,9,340,1
2017000058891,8,1900,1
2017000060629,9,510,1
2017000061502,9,1400,1
2017000066821,9,3500,5
2017000067262,5,3800,1
2017000067627,9,3100,5
2017000067877,9,340,1
2017000068713,8,1200,1
2017000070510,8,800,1
2017000072904,6,2100,1
2017000073541,4,2000,1
2017000074274,4,3800,6
2017000074672,9,3800,17
2017000074877,9,3400,1
2017000074964,3,1000,4
2017000075589,6,2400,4
2017000075610,8,1900,3
2017000076175,6,2000,1
2017000076777,2,2500,7
2017000077019,3,1700,2
2017000077981,4,1500,1
2017000078800,3,1400,2
2017000079540,5,3400,4
2017000079746,6,1400,6
2017000079861,8,980,1
2017000080436,6,2600,1
2017000080511,4,3800,1
2017000083673,4,1800,1
2017000084734,5,2900,1
2017000086727,5,2700,1
2017000087204,2,1700,2
2017000088630,9,260,6
2017000089088,2,360,1
2017000091981,6,750,1
2017000092791,4,3400,1
2017000092978,6,430,3
2017000094790,8,650,2
2017000096353,9,310,6
2017000097010,6,1500,3
2017000098084,5,1800,3
2017000098353,5,1200,5
2017000098683,9,500,1
2017000098886,9,1000,1
2017000100633,6,2000,4
2017000101762,2,2500,7
2017000103439,4,3000,3
2017000104619,6,2000,1
2017000104656,4,3000,7
2017000105273,5,3200,1
2017000105417,8,1800,1
2017000105524,4,1700,4
2017000105860,5,3800,4
2017000106789,2,800,3
2017000106980,9,3100,7
2017000107000,3,2200,6
2017000107462,8,290,5
2017000109520,4,2100,6
2017000110217,9,1200,3
2017000112577,4,2000,1
2017000113184,3,1500,2
2017000114135,6,2000,5
2017000116084,4,2200,2
2017000117393,8,410,12
2017000119343,2,2100,1
2017000119638,9,2900,15
2017000121475,9,2600,7
2017000122226,2,1100,5
2017000124600,4,3800,1
2017000125314,2,2100,2
2017000127673,3,700,6
2017000128159,5,1400,1
2017000128319,8,240,10
2017000128353,6,2800,2
2017000130887,3,3200,1
2017000131032,8,1500,1
2017000134357,4,3800,1
2017000135112,3,2600,4
2017000136969,5,3800,7
2017000138099,5,3000,5
2017000138509,5,1800,1
2017000138794,4,2100,1
2017000139071,8,2100,1
2017000145139,5,2600,5
2017000146079,9,630,1
2017000148219,9,2800,19
2017000148622,3,3500,3
2017000149680,8,1600,3
2017000150142,9,230,1
2017000150272,2,3500,2
2017000150314,4,1300,1
2017000151628,9,300,4
2017000151904,2,2000,2
2017000152363,3,450,2
2017000152692,5,1900,3
2017000152747,3,1700,3
2017000153810,3,1800,1
2017000153852,3,2100,4
2017000155251,6,2100,1
2017000155617,5,1200,1
2017000155929,9,2200,3
2017000158275,6,2200,1
2017000159599,5,830,13
2017000160004,6,2000,1
2017000160038,9,360,3
2017000160040,5,1100,1
2017000160516,3,2500,7
2017000160619,3,2100,1
2017000161967,9,230,5
2017000162344,3,1000,3
2017000162541,5,1500,4
2017000163112,2,3500,1
2017000163178,8,1300,1
2017000165614,4,2200,1
2017000167356,9,3300,11
2017000167906,6,1100,2
2017000169285,4,1900,2
2017000170361,8,1300,1
2017000170479,5,1100,1
2017000171544,4,1400,4
2017000173237,9,260,4
2017000175318,6,850,1
2017000176094,9,400,1
2017000177958,5,300,1
2017000178362,9,1300,5
2017000178374,9,2400,6
2017000178902,9,380,1
2017000179649,2,2700,2
2017000179680,5,2500,3
2017000181403,5,1500,6
2017000182010,9,1300,1
2017000183999,8,3400,15
2017000186305,5,530,1
2017000186360,9,1400,16
2017000187359,5,2800,1
2017000188069,6,2000,1
2017000188720,3,320,6
2017000189638,6,1700,1
2017000191241,8,570,2
2017000191825,9,2100,1
2017000191984,3,3000,2
2017000196264,5,1000,4
2017000196422,5,2500,1
2017000196754,4,1200,5
2017000197600,8,380,1
2017000201189,5,2500,1
2017000202251,8,1800,1
2017000202655,5,800,5
2017000203908,9,440,15
2017000205049,9,770,5
2017000206194,5,260,1
2017000208278,9,3000,6
2017000210584,6,3000,1
2017000210645,3,3200,2
2017000210726,2,2100,1
2017000211002,2,2600,5
2017000211070,3,500,6
2017000211297,8,650,14
2017000212076,6,830,1
2017000212093,5,400,7
2017000212415,6,2100,7
2017000212863,3,2000,7
2017000213301,2,2500,1
2017000213492,5,2800,1
2017000213669,9,2200,6
2017000215455,9,800,2
2017000216602,9,260,1
2017000217116,8,670,7
2017000218243,9,1600,5
2017000219000,9,650,5
2017000219406,6,800,1
2017000219543,6,1600,8
2017000220877,6,3500,1
2017000223215,9,2400,7
2017000223244,9,1400,5
2017000224568,9,3100,11
2017000224637,4,1500,3
2017000225458,6,1300,3
2017000226126,9,510,1
2017000226225,8,3800,1
2017000226341,6,3200,1
2017000226933,3,2100,5
2017000227150,8,1300,4
2017000227313,5,3200,5
2017000227656,2,2000,1
2017000227866,6,1300,1
2017000228018,2,1500,1
2017000228525,6,2400,1
2017000230425,3,3800,3
2017000232250,9,190,6
2017000232523,8,3200,18
2017000233194,9,1200,3
2017000233415,5,3300,6
2017000233795,6,990,4
2017000234064,8,3800,1
2017000234895,9,3800,11
2017000236112,8,1600,1
2017000237308,8,760,1
2017000237362,4,800,7
2017000237773,8,2500,3
2017000238236,6,830,1
2017000240030,9,270,5
2017000240125,9,260,6
2017000242434,3,3800,4
2017000245720,9,1000,5
2017000246127,5,1300,5
2017000247494,5,3000,1
2017000249083,5,2500,1
2017000249097,6,3200,1
2017000250354,2,3000,5
2017000251383,4,3800,3
2017000251513,2,3000,1
2017000251557,2,2100,3
2017000253819,2,1200,1
2017000254128,5,3800,1
2017000255254,9,1900,1
2017000256210,6,1600,1
2017000256552,5,300,5
2017000259382,5,3200,1
2017000260100,8,1700,3
2017000260208,9,700,1
2017000260546,2,3000,8
2017000261239,6,3200,3
2017000261250,8,350,5
2017000261969,5,1200,1
2017000262094,3,1500,4
2017000262333,9,380,19
2017000262435,8,1500,5
2017000262752,6,1700,3
2017000263341,5,1300,3
2017000264088,9,540,1
2017000264568,6,1100,3
2017000264660,4,2700,3
2017000264857,2,870,4
2017000265166,3,2200,1
2017000265281,6,840,5
2017000267187,6,1400,3
2017000267411,9,200,1
2017000267601,4,3000,1
2017000267702,4,2100,1
2017000268315,5,3000,4
2017000269867,9,1700,5
2017000270224,9,3100,5
2017000270736,8,1600,1
2017000271125,2,3000,1
2017000271129,5,3000,1
2017000271871,3,2500,5
2017000272008,9,2900,6
2017000274860,8,3800,11
2017000277312,5,950,4
2017000278165,4,2600,1
2017000278172,6,1600,4
2017000279745,2,1300,3
2017000279793,5,3000,4
2017000280074,6,2900,1
2017000281318,6,1300,4
2017000282082,6,3800,1
2017000283061,3,2600,1
2017000283507,2,400,7
2017000283557,9,2700,5
2017000284171,8,2700,3
2017000284687,6,710,1
2017000284731,6,1200,1
2017000285023,5,3500,2
2017000285282,5,1100,1
2017000286536,5,3300,1
2017000287743,8,2800,1
2017000289829,5,2400,1
2017000289837,5,2000,12
2017000290847,9,270,1
2017000293240,9,420,14
2017000294992,5,3800,2
2017000296001,9,1600,1
2017000296933,9,2000,6
2017000297478,5,2500,1
2017000298237,5,2700,1
2017000298512,5,2700,2
2017000299467,6,3000,1
2017000299834,8,2800,1
2017000299970,9,1600,1
2017000301156,8,2000,5
2017000301802,3,1100,6
2017000302613,8,2100,4
2017000303590,2,3000,7
2017000304550,9,450,17
2017000306130,6,2200,5
2017000308912,4,3800,1
2017000308996,5,680,1
2017000310344,9,990,5
2017000311414,5,3800,1
2017000312101,5,1100,6
2017000312886,8,920,1
2017000312924,8,2300,5
2017000313711,4,2100,1
2017000313982,3,2000,1
2017000315055,6,3800,1
2017000315926,3,3800,1
2017000316768,8,2700,1
2017000319074,3,1800,8
2017000319772,8,3800,3
2017000322500,2,3000,2
2017000323175,9,1000,4
2017000323943,8,1500,1
2017000324529,8,1000,8
2017000326478,4,2600,1
2017000326819,6,2700,5
2017000327061,8,2300,1
2017000327626,6,2700,1
2017000327851,9,1700,1
2017000328743,3,1400,2
2017000329756,8,1500,2
2017000332038,4,3200,1
2017000332179,9,3500,4
2017000332935,9,820,1
2017000333073,9,510,18
2017000333676,9,3200,3
2017000334078,9,2200,5
2017000334226,8,1000,1
2017000335297,8,1900,5
2017000336998,2,3000,1
2017000338665,6,2200,1
2017000338783,9,3800,1
2017000338798,5,380,1
2017000339849,3,3400,4
2017000339989,6,910,3
2017000341479,9,680,1
2017000341702,4,1600,6
2017000342676,9,1700,6
2017000343337,2,3000,2
2017000343400,5,2200,3
2017000343983,9,1500,2
2017000345556,8,2700,5
2017000347959,9,1600,12
2017000348008,2,2100,1
2017000352956,8,350,1
2017000352998,5,2900,1
2017000353255,2,2200,1
2017000353359,5,1100,9
2017000355111,3,1500,3
2017000355873,5,1200,1
2017000357121,8,1900,1
2017000357353,5,2200,1
2017000358009,9,2000,4
2017000358174,4,3800,1
2017000359509,4,2300,1
2017000359815,9,2500,1
2017000360256,2,700,4
2017000360449,9,3800,17
2017000361796,3,1600,1
2017000363935,6,2400,6
2017000365995,8,600,3
2017000366038,9,1200,1
2017000367230,9,600,9
2017000367367,6,1800,1
2017000368462,6,1500,2
2017000370296,9,1600,4
2017000371169,5,3500,5
2017000372550,9,2500,6
2017000373040,9,2500,3
2017000373141,9,3000,17
2017000373324,5,1300,7
2017000373487,5,400,8
2017000373776,4,3500,6
2017000374551,5,1000,1
2017000376507,8,2700,1
2017000376950,9,250,5
2017000377472,4,1500,7
2017000378179,4,2700,1
2017000378453,4,1400,5
2017000379085,6,1600,1
2017000381470,8,2400,4
2017000382709,8,150,1
2017000385124,9,2600,4
2017000386182,9,3000,1
2017000387111,6,500,3
2017000387419,3,3000,1
2017000387871,8,3800,4
2017000388331,3,550,1
2017000391002,2,2600,4
2017000391332,5,2000,4
2017000391466,4,3800,2
2017000391762,8,2000,3
2017000392050,8,2800,19
2017000393785,8,1500,5
2017000393991,8,2500,7
2017000394180,6,2700,5
2017000394683,8,580,5
2017000395361,2,650,1
2017000395505,9,2500,7
2017000397021,6,3000,5
2017000398708,9,3200,16
2017000398763,4,1900,1
2017000399195,4,1500,1
2017000399751,9,3800,5
2017000400899,8,1400,1
2017000400922,5,1300,1
2017000400981,3,3000,1
2017000401950,8,670,2
2017000401977,6,2900,6
2017000403368,8,1900,1
2017000404959,5,1200,4
2017000405399,8,1900,1
2017000406231,4,1000,4
2017000406236,9,2600,5
2017000406425,5,2700,1
2017000406571,5,1700,1
2017000406592,2,1800,1
2017000406650,9,2000,5
2017000406809,5,320,2
2017000408122,4,2900,1
2017000409383,6,2900,1
2017000409437,9,1200,8
2017000409477,3,950,4
2017000409507,5,2600,1
2017000409627,5,2700,6
2017000410663,6,2500,4
2017000414037,5,2000,4
2017000414301,9,3500,14
2017000414610,9,1400,3
2017000415130,8,800,1
2017000415892,4,1900,1
2017000416096,5,900,2
2017000417659,2,1300,2
2017000417697,2,600,1
2017000417799,6,210,1
2017000418972,3,1300,2
2017000419035,6,3200,1
2017000420814,5,2500,1
2017000420935,3,2000,1
2017000421249,8,1900,1
2017000421867,9,1900,1
2017000426593,3,200,4
2017000426714,3,1400,4
2017000427413,8,840,1
2017000429383,6,1600,3
2017000429881,8,2300,7
2017000430239,5,3500,1
2017000430638,3,1300,2
2017000431727,9,260,6
2017000431919,9,2200,1
2017000433688,8,2900,3
2017000434030,2,3000,3
2017000436178,9,380,10
2017000436412,2,2000,6
2017000436450,6,450,2
2017000437910,8,1700,5
2017000438843,6,2000,2
2017000439739,6,2300,1
2017000439951,3,2700,4
2017000440095,9,230,2
2017000440257,8,680,1
2017000441300,9,340,2
2017000441424,5,3100,1
2017000441815,5,3800,1
2017000443838,9,1200,18
2017000444695,5,3800,2
2017000445209,8,780,1
2017000445726,5,1700,6
2017000445974,2,2500,5
2017000445979,6,2000,1
2017000446498,4,1500,1
2017000446573,8,3200,4
2017000446767,6,3800,7
2017000447114,3,2800,1
2017000447838,2,1200,2
2017000450022,6,1600,1
2017000450343,4,1300,1
2017000451303,5,1500,6
2017000452544,8,1500,5
2017000452717,5,1700,1
2017000458680,8,2800,1
2017000459130,8,2400,1
2017000460228,9,3800,1
2017000461641,6,3500,1
2017000463385,2,1400,5
2017000465920,9,260,7
2017000466753,5,3400,3
2017000467460,9,220,12
2017000469429,6,2200,4
2017000469779,4,1800,1
2017000469931,8,1200,1
2017000470486,5,2400,4
2017000471625,9,230,9
2017000472291,9,2900,8
2017000473052,8,2100,5
2017000473304,5,2600,1
2017000475298,3,3400,2
2017000475499,6,2300,1
2017000476190,4,2000,1
2017000476971,8,650,7
2017000476982,6,2900,3
2017000478299,4,3800,1
2017000478312,9,3500,14
2017000478440,9,500,4
2017000478694,9,410,4
2017000479242,6,2200,3
2017000479399,5,3300,1
2017000479761,6,1500,1
2017000481448,3,1600,1
2017000481527,6,2800,1
2017000482361,8,2400,6
2017000482405,4,1900,1
2017000482527,6,520,1
2017000485340,8,2300,7
2017000486744,6,1000,4
2017000486918,3,3800,1
2017000487067,5,1900,1
2017000489501,6,740,1
2017000489833,5,3200,1
2017000490101,9,1100,1
2017000491253,8,1500,1
2017000491499,9,1800,7
2017000491678,8,2600,1
2017000491821,9,280,1
2017000492153,2,3400,5
2017000492544,6,3800,6
2017000497351,2,3800,4
2017000497743,2,1500,3
2017000501653,8,770,1
2017000502052,2,450,2
2017000502903,5,2900,2
2017000504019,6,260,2
2017000504901,6,2500,5
2017000505704,8,270,4
2017000505846,4,500,1
2017000506061,3,2500,1
2017000506475,8,1700,5
2017000508779,9,1500,18
2017000509844,5,430,1
2017000509892,6,100,13
2017000510075,9,3800,13
2017000510478,4,1200,4
2017000511798,6,3000,4
2017000512615,6,800,3
2017000513034,6,910,1
2017000514424,6,690,1
2017000514927,2,3800,6
2017000515328,5,1300,1
2017000518892,8,2400,8
2017000519556,9,1800,1
2017000519821,5,1300,5
2017000519986,8,1500,3
2017000520029,9,700,6
2017000520496,6,1900,1
2017000520577,5,2800,1
2017000521784,6,2000,1
2017000522628,6,240,1
2017000522663,9,3200,5
2017000523387,3,1300,11
2017000523553,9,2200,4
2017000524264,8,3100,1
2017000526465,8,2500,4
2017000527429,4,2500,5
2017000529973,5,1800,1
2017000532020,5,2200,1
2017000532478,2,2500,2
2017000533554,5,1400,1
2017000534211,2,3000,1
2017000535557,5,900,1
2017000536000,6,2200,3
2017000537712,9,920,1
2017000538879,6,1700,4
2017000539028,3,3000,1
2017000540007,8,1700,5
2017000540488,5,800,2
2017000544135,4,2500,1
2017000544387,9,590,10
2017000544498,6,800,4
2017000545624,6,2200,1
2017000546630,6,3800,4
2017000547039,6,1300,1
2017000547336,4,3000,2
2017000548062,9,840,7
2017000549763,8,2600,6
2017000550233,4,2800,1
2017000551743,5,1200,3
2017000552443,9,1700,3
2017000553191,3,1900,5
2017000553442,9,3100,20
2017000553727,9,1600,4
2017000553752,3,3000,1
2017000555525,9,1200,19
2017000556922,9,3500,7
2017000558276,6,2600,1
2017000559162,4,2100,1
2017000561035,9,3200,16
2017000562808,4,2800,1
2017000562840,5,3400,1
2017000563720,3,600,3
2017000564034,2,3500,3
2017000565640,6,1700,3
2017000565970,6,2500,4
2017000566905,6,2900,3
2017000569065,4,1200,3
2017000569111,5,1800,5
2017000570235,9,960,7
2017000570575,5,320,5
2017000572110,3,3800,3
2017000573795,4,2200,3
2017000574594,3,3800,8
2017000575522,8,2100,5
2017000576993,2,3800,20
2017000577821,5,860,1
2017000579300,4,1000,1
2017000579738,9,3800,7
2017000580939,6,2600,3
2017000581271,8,3300,1
2017000581616,4,2100,3
2017000581875,5,800,1
2017000582420,8,850,1
2017000583091,4,2800,3
2017000583476,2,870,1
2017000584134,9,300,6
2017000584453,6,3800,1
2017000585270,6,1100,4
2017000586015,9,3800,4
2017000588621,6,3000,3
2017000592456,8,210,7
2017000592818,8,500,1
2017000593148,9,3800,17
2017000595017,9,380,1
2017000595753,3,1400,1
2017000596153,6,460,1
2017000596170,5,2200,1
2017000598170,6,3500,6
2017000598588,4,2900,1
2017000598650,2,3000,1
2017000599078,4,2100,2
2017000599678,4,3300,1
2017000601359,9,540,1
2017000601598,6,2300,3
2017000602226,9,3300,19
2017000602306,6,1400,4
2017000603977,8,1700,4
2017000604145,6,1100,1
2017000604274,8,2400,2
2017000605213,3,3800,3
2017000605921,9,2400,5
2017000606261,5,2300,1
2017000608590,9,3000,4
2017000609202,3,1900,1
2017000611170,5,2400,4
2017000613181,4,2600,5
2017000614723,5,2800,1
2017000615088,6,850,1
2017000615734,8,3500,6
2017000617474,3,2600,1
2017000618014,8,2000,1
2017000618545,2,1400,1
2017000620314,6,3800,3
2017000620506,8,720,1
2017000620716,5,1800,1
2017000621617,5,2400,3
2017000622196,9,2500,4
2017000622919,4,3800,1
2017000624201,2,1700,2
2017000626145,3,1400,3
2017000629010,6,1600,5
2017000629562,5,1700,5
2017000629729,6,2800,1
2017000630951,6,1400,1
2017000631666,4,2200,1
2017000631792,4,3800,1
2017000631820,8,380,10
2017000634781,9,2800,7
2017000635839,5,2400,9
2017000638147,3,3500,1
2017000638338,9,290,4
2017000638372,5,2400,1
2017000640534,5,2800,1
2017000640615,8,3500,16
2017000641300,2,2200,4
2017000644317,5,3800,7
2017000644682,6,1200,1
2017000644805,9,2900,2
2017000645084,4,1200,1
2017000645749,3,750,2
2017000645833,9,3000,1
2017000647726,9,1100,4
2017000648125,2,3200,1
2017000653131,4,2000,1
2017000654292,8,1200,15
2017000656507,4,2100,5
2017000657565,2,2500,2
2017000661972,6,3800,2
2017000662649,9,420,6
2017000662842,2,2000,5
2017000665804,4,3000,5
2017000666207,9,3800,6
2017000666696,6,1300,5
2017000668114,6,1900,1
2017000668774,6,710,3
2017000669866,8,2300,1
2017000669892,8,1300,1
2017000672303,9,3100,17
2017000672487,8,1800,3
2017000673432,2,3800,1
2017000674393,2,800,4
2017000674815,5,3000,4
2017000675827,5,2700,1
2017000676529,5,3000,10
2017000676550,8,2400,1
2017000677747,9,1300,18
2017000678482,8,1600,6
2017000678511,9,2800,6
2017000680187,9,570,1
2017000680632,5,2600,1
2017000681651,4,3800,3
2017000682148,4,2000,1
2017000683163,9,1300,18
